Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
346,broemelo,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,1455,1289.77,532.52,29.96,7.21,25,13°C,Milan (Italy),,,,,,,,{t1:purpure;ordinaries:[{ordinary:crossParted;t:argent;line:firTrees}];charges:[{charge:crescent;t:gules;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=1455&name=&seed=6028841150346&width=1400&height=636&tags=river%2Chighway%2Cno+square%2Cdense
347,ammensehekse,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2415,1252.77,513.49,30.37,6.4,240,11°C,Antwerp (Belgium),,,citadel,,,,,{t1:argent;charges:[{charge:mullet4;t:sable;p:acegi;size:0.4}];shield:polish},https://watabou.github.io/city-generator/?name=ammensehekse&population=2415&size=18&seed=6028841150347&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=true&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
348,allebrug,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2414,1225.82,518.77,30.26,5.81,283,11°C,Antwerp (Belgium),,,citadel,,,,shanty town,{t1:gules;charges:[{charge:sabre2;t:argent;p:e;t2:argent;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=allebrug&population=2414&size=18&seed=6028841150348&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=1&gates=-1
349,krellehekse,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,5011,1233.75,535.69,29.89,5.99,429,10°C,London (England),,,citadel,,,,,{t1:gules;ordinaries:[{ordinary:saltire;t:argent;line:straight}];shield:polish},https://watabou.github.io/city-generator/?name=krellehekse&population=5011&size=24&seed=6028841150349&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
350,oolhekse,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,1094,1190.15,505.03,30.56,5.03,283,10°C,London (England),,,,,,,,{t1:gules;charges:[{charge:mastiffStatant;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=1094&name=&seed=6028841150350&width=1400&height=636&tags=highway%2Cuncultivated%2Cno+square%2Cdense
351,mukkereus,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,6789,1118.8,736.52,25.54,3.47,484,14°C,Washington (D.C.),,,,walls,,,,{t1:argent;charges:[{charge:goutte;t:azure;p:abcdefgzi;size:0.3}];shield:polish},https://watabou.github.io/city-generator/?name=mukkereus&population=6789&size=27&seed=6028841150351&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
352,ollereus,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,4780,1119.33,753.43,25.18,3.49,484,14°C,Washington (D.C.),,,,,,,,{t1:sable;ordinaries:[{ordinary:fess;t:argent;line:dovetailed}];charges:[{charge:ladder;t:sable;p:def;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=ollereus&population=4780&size=23&seed=6028841150352&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
353,oselotrol,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,2300,1084.44,761.89,24.99,2.72,200,16°C,Dubrovnik (Croatia),,,,walls,,,,{t1:or;ordinaries:[{ordinary:chief;t:gules;line:straight}];charges:[{charge:trefle;t:argent;p:abc;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=oselotrol&population=2300&size=18&seed=6028841150353&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
354,smoecht,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,2301,1119.85,814.74,23.85,3.5,147,17°C,Lisbon (Portugal),,,citadel,,,,,{t1:purpure;ordinaries:[{ordinary:cross;t:or;line:straight}];charges:[{charge:moonInCrescent;t:vert;p:behdf;size:0.3}];shield:polish},https://watabou.github.io/city-generator/?name=smoecht&population=2301&size=18&seed=6028841150354&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
355,irts,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,10020,1146.28,823.72,23.65,4.07,147,18°C,Barcelona (Spain),,,citadel,,,,,{t1:gules;ordinaries:[{ordinary:crossParted;t:argent;line:straight}];charges:[{charge:crescent;t:vert;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=irts&population=10020&size=31&seed=6028841150355&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
356,oopertgat,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,89,1042.69,769.29,24.83,1.81,131,16°C,Dubrovnik (Croatia),,,citadel,,,,,{t1:argent;ordinaries:[{ordinary:bendletSinister;t:sable;line:invecked}];charges:[{charge:crossPommy;t:argent;p:lem;size:0.3}];shield:polish},https://watabou.github.io/city-generator/?name=oopertgat&population=89&size=6&seed=6028841150356&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
357,klattersteen,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,4678,1070.17,785.67,24.48,2.41,147,17°C,Lisbon (Portugal),,,,,,,,{t1:argent;charges:[{charge:lymphad;t:vert;p:e;t2:vert;t3:vert;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=klattersteen&population=4678&size=23&seed=6028841150357&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
358,kleinamelo,luschingen,luschingen,Frijdaland,Frijdaland,Daans,Slovan Deities,2030,1051.68,816.85,23.8,2.01,147,17°C,Lisbon (Portugal),,,,,,,,{t1:argent;ordinaries:[{ordinary:gyron;t:purpure}];charges:[{charge:hatchet;t:gules;p:bh;t2:gules;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=kleinamelo&population=2030&size=17&seed=6028841150358&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
359,pokkegat,luschingen,luschingen,Frijdaland,Frijdaland,Daans,Slovan Deities,105,1013.1,792.01,24.34,1.16,63,18°C,Barcelona (Spain),,,citadel,,,,,{t1:gules;ordinaries:[{ordinary:pileInBendSinister;t:or}];charges:[{charge:heart;t:gules;p:e;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=pokkegat&population=105&size=6&seed=6028841150359&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
360,Pruittergat,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Daans,Slovan Deities,119,903.34,844.12,23.21,-1.24,88,18°C,Barcelona (Spain),,,,,,,,{t1:bendySinister-or-sable-smaller;division:{division:perPale;t:vert;line:straight};shield:renaissance},https://watabou.github.io/village-generator/?pop=119&name=&seed=6028841150360&width=600&height=273&tags=highway%2Cno+square
361,vaalstad,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Daans,Path of Remiradarin,4501,922.06,783.57,24.52,-0.83,131,17°C,Lisbon (Portugal),,,citadel,,,,,{t1:purpure;charges:[{charge:cavalier;t:argent;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=vaalstad&population=4501&size=23&seed=6028841150361&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
362,Uterveld,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Daans,Slovan Deities,2100,942.66,814.78,23.85,-0.38,131,17°C,Lisbon (Portugal),,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:bordure;t:purpure}];charges:[{charge:ladder;t:argent;p:ABCDEFGHIJKL;size:0.18}];shield:polish},https://watabou.github.io/city-generator/?name=Uterveld&population=2100&size=17&seed=6028841150362&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
363,kleindokke,luschingen,luschingen,Frijdaland,Frijdaland,Daans,Slovan Deities,1800,1015.69,848.49,23.12,1.22,18,19°C,Marrakesh (Morocco),,,,,plaza,,,{t1:azure;charges:[{charge:key;t:or;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=1800&name=&seed=6028841150363&width=1600&height=727&tags=highway%2Cfarmland%2Cdense
364,Krochten stad,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Daans,Old Slovan Spirits,1200,894.97,894.85,22.11,-1.42,3,20°C,Alexandria (Egypt),,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:bordure;t:purpure}];charges:[{charge:crossFourchy;t:or;p:ABCDEFGHIJKL;size:0.18}];shield:renaissance},https://watabou.github.io/city-generator/?name=Krochten+stad&population=1200&size=14&seed=6028841150364&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
365,nechtergat,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Daans,Slovan Deities,134,1066.95,904.3,21.91,2.34,12,20°C,Alexandria (Egypt),,,,walls,,,,{t1:argent;charges:[{charge:inescutcheon;t:azure;p:e;size:1.5};{charge:lute;t:argent;p:e;size:0.75}];shield:polish},https://watabou.github.io/city-generator/?name=nechtergat&population=134&size=6&seed=6028841150365&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
366,aldijk,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2600,1164.96,932.5,21.3,4.48,3,20°C,Alexandria (Egypt),,,,,plaza,,,{t1:sable;division:{division:perBend;t:argent;line:barby};charges:[{charge:crossLatin;t:or;p:e;divided:counter;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=aldijk&population=2600&size=19&seed=6028841150366&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
367,Albrand,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2222,1192.26,907.88,21.83,5.08,12,20°C,Alexandria (Egypt),,,citadel,walls,,temple,,{t1:argent;charges:[{charge:ladder;t:sable;p:beh;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Albrand&population=2222&size=18&seed=6028841150367&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
368,Minnezee,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2022,1231.19,903.41,21.93,5.93,3,20°C,Alexandria (Egypt),,,,walls,plaza,,,{t1:argent;division:{division:perCross;t:azure;line:straight};charges:[{charge:ladder;t:purpure;p:e;divided:counter;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Minnezee&population=2022&size=17&seed=6028841150368&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
369,prulke,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Daans,Slovan Deities,5010,1296.08,887.3,22.28,7.35,3,20°C,Alexandria (Egypt),,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:pileInBendSinister;t:vert}];charges:[{charge:dragonRampant;t:argent;p:em;t2:argent;t3:gules;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=prulke&population=5010&size=24&seed=6028841150369&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
370,pichterbroek,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Path of Remiradarin,1010,956.97,717.1,25.96,-0.07,75,17°C,Lisbon (Portugal),,,citadel,walls,,,,{t1:argent;ordinaries:[{ordinary:saltire;t:azure;line:straight}];charges:[{charge:fleurDeLis;t:argent;p:jlemo;size:0.4}];shield:polish},https://watabou.github.io/city-generator/?name=pichterbroek&population=1010&size=13&seed=6028841150370&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
371,smetter,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,1200,1022.51,650.32,27.41,1.37,7,15°C,Rome (Italy),,,,,plaza,,,{t1:argent;charges:[{charge:key;t:purpure;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=1200&name=&seed=6028841150371&width=1400&height=636&tags=highway%2Cdense
372,zuursteen,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Path of Remiradarin,3040,948.99,747.06,25.31,-0.24,116,16°C,Dubrovnik (Croatia),,,citadel,walls,,,,{t1:lozengy-or-sable;ordinaries:[{ordinary:cross;t:gules;line:straight}];shield:polish},https://watabou.github.io/city-generator/?name=zuursteen&population=3040&size=20&seed=6028841150372&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
373,troggewater,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,3040,978.93,733.04,25.62,0.41,7,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:argent;charges:[{charge:wingSword;t:gules;p:e;t2:gules;t3:purpure;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=troggewater&population=3040&size=20&seed=6028841150373&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
374,meidenstad,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,6080,1056.61,690.98,26.53,2.11,33,16°C,Dubrovnik (Croatia),,,,walls,,,,{t1:azure;ordinaries:[{ordinary:label;t:or}];shield:polish},https://watabou.github.io/city-generator/?name=meidenstad&population=6080&size=26&seed=6028841150374&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
375,nederemmenvelde,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,3400,1347.25,803.14,24.1,8.47,88,17°C,Lisbon (Portugal),,,citadel,walls,plaza,,shanty town,{t1:fusily-argent-gules-small;division:{division:gyronny;t:purpure};ordinaries:[{ordinary:orle;t:vert}];shield:polish},https://watabou.github.io/city-generator/?name=nederemmenvelde&population=3400&size=21&seed=6028841150375&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
376,schuitterdam,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,3020,1358.62,770.56,24.8,8.72,88,16°C,Dubrovnik (Croatia),,,,walls,plaza,,,{t1:gules;division:{division:perCross;t:argent;line:straight};charges:[{charge:lozengeFaceted;t:or;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=schuitterdam&population=3020&size=20&seed=6028841150376&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
377,niweggetrol,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,3040,1368.09,745.92,25.34,8.93,3,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:sable;division:{division:perFess;t:or;line:dovetailedIndented};charges:[{charge:goutte;t:argent;p:k;size:0.7};{charge:mullet6;t:purpure;p:n;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=niweggetrol&population=3040&size=20&seed=6028841150377&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
378,dollehekse,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2010,1383.25,755.02,25.14,9.26,3,17°C,Lisbon (Portugal),,,citadel,,,,,{t1:argent;charges:[{charge:ladder;t:gules;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=dollehekse&population=2010&size=17&seed=6028841150378&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
379,nillegeest,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,2801,1355.21,703.11,26.27,8.65,3,16°C,Dubrovnik (Croatia),,,citadel,,,,,{t1:gules;division:{division:perChevronReversed;t:or;line:straight};charges:[{charge:sagittarius;t:argent;p:mok;t2:argent;t3:argent;divided:counter;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=nillegeest&population=2801&size=19&seed=6028841150379&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
380,muchterbos,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,601,1441.19,723.4,25.83,10.53,3,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:argent;division:{division:perChevronReversed;t:gules;line:straight};charges:[{charge:oak;t:sable;p:mok;t2:sable;t3:azure;divided:counter;size:0.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=601&name=&seed=6028841150380&width=1000&height=455&tags=river%2Chighway%2Cdense
381,smollebos,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,981,1480.26,752.88,25.19,11.38,18,17°C,Lisbon (Portugal),,,citadel,,plaza,,,{t1:sable;ordinaries:[{ordinary:saltire;t:or;line:indented}];charges:[{charge:crossSaltire;t:sable;p:e;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=smollebos&population=981&size=13&seed=6028841150381&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
382,usterbos,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,1401,1465.85,795.61,24.26,11.07,12,18°C,Barcelona (Spain),,,citadel,walls,,,,{t1:fusily-argent-purpure;division:{division:perChevron;t:sable;line:straight};ordinaries:[{ordinary:orle;t:gules}];shield:pavise},https://watabou.github.io/city-generator/?name=usterbos&population=1401&size=15&seed=6028841150382&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
383,noordsebos,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Mglinese Heresy,1200,1479.5,663.24,27.13,11.36,3,15°C,Rome (Italy),,,citadel,walls,,,,{t1:azure;charges:[{charge:anchor;t:argent;p:kn;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=noordsebos&population=1200&size=14&seed=6028841150383&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
384,Nurdsestad,Ruiteringen,Ruiteringen,Frijdaland,Frijdaland,Daans,Slovan Deities,2010,1340.71,861.22,22.84,8.33,88,18°C,Barcelona (Spain),,,,,plaza,,,{t1:sable;charges:[{charge:wyvernWithWingsDisplayed;t:or;p:e;t2:or;t3:or;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Nurdsestad&population=2010&size=17&seed=6028841150384&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
385,laag noord heften,Ruiteringen,Ruiteringen,Frijdaland,Frijdaland,Daans,Slovan Deities,3000,1363.33,844.25,23.21,8.82,88,18°C,Barcelona (Spain),,,citadel,walls,plaza,,,{t1:vert;charges:[{charge:ladder;t:argent;p:jeo;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=laag+noord+heften&population=3000&size=20&seed=6028841150385&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
386,hoekerberg,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2127,1235.37,642.87,27.57,6.02,800,10°C,London (England),,,citadel,walls,,,,{t1:argent;charges:[{charge:lionRampant;t:azure;p:kn;t2:azure;t3:azure;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=hoekerberg&population=2127&size=17&seed=6028841150386&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=true&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
387,Dokke,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,4019,1291.5,597.42,28.56,7.25,512,11°C,Antwerp (Belgium),,,citadel,,,,,{t1:sable;division:{division:perPale;t:argent;line:invecked};charges:[{charge:mascle;t:or;p:p;size:0.7};{charge:crossAnkh;t:gules;p:q;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Dokke&population=4019&size=22&seed=6028841150387&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
388,Griesberg,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,2451,1335.12,577.67,28.98,8.21,164,13°C,Milan (Italy),,,citadel,,plaza,,,{t1:bendy-argent-azure;ordinaries:[{ordinary:bendlet;t:purpure;line:straight}];charges:[{charge:fleurDeLis;t:or;p:joe;size:0.3}];shield:polish},https://watabou.github.io/city-generator/?name=Griesberg&population=2451&size=18&seed=6028841150388&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
389,knarrereus,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,8010,1329.22,600.52,28.49,8.08,240,12°C,Paris (France),,,,,plaza,,,{t1:argent;division:{division:perPile;t:azure;line:barby};charges:[{charge:inescutcheon;t:purpure;p:be;size:0.5};{charge:mullet6;t:or;p:be;size:0.25}];shield:polish},https://watabou.github.io/city-generator/?name=knarrereus&population=8010&size=28&seed=6028841150389&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
390,Voekkestad,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,2422,1353.55,619.68,28.07,8.61,75,14°C,Washington (D.C.),,,,,,,,{t1:gules;charges:[{charge:attire;t:or;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Voekkestad&population=2422&size=18&seed=6028841150390&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
391,Wukkerberg en land,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,5020,1328.8,650.27,27.41,8.07,147,14°C,Washington (D.C.),,,citadel,walls,,,,{t1:or;division:{division:perCross;t:purpure;line:straight};charges:[{charge:ladder;t:vert;p:jo;divided:counter;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Wukkerberg+en+land&population=5020&size=24&seed=6028841150391&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
392,kleindokke,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,764,1281.79,586.72,28.79,7.04,571,10°C,London (England),,,citadel,walls,,,,{t1:gules;division:{division:perPale;t:argent;line:potentySinister};charges:[{charge:dragonRampant;t:or;p:pq;t2:or;t3:or;divided:counter;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=kleindokke&population=764&size=12&seed=6028841150392&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
393,kluierwegge,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,5002,1133.72,486.71,30.95,3.8,698,7°C,Montreal (Canada),,,citadel,,,,,{t1:argent;division:{division:perPale;t:azure;line:straight};charges:[{charge:crossAvellane;t:vert;p:p;size:0.7};{charge:wolfHeadErased;t:or;p:q;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=kluierwegge&population=5002&size=24&seed=6028841150393&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
394,lievehekse,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,1137,1165.52,502.92,30.6,4.5,403,9°C,Copenhagen (Denmark),,,citadel,,,,,{t1:gules;ordinaries:[{ordinary:point;t:or}];charges:[{charge:ladder;t:or;p:bdf;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=lievehekse&population=1137&size=14&seed=6028841150394&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
396,loekkegeest,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Old Slovan Spirits,3000,1134.74,531.32,29.99,3.82,283,11°C,Antwerp (Belgium),,,citadel,,,,shanty town,{t1:purpure;division:{division:perFess;t:argent;line:rayonne};charges:[{charge:pique;t:or;p:kn;divided:counter;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=loekkegeest&population=3000&size=20&seed=6028841150396&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=1&gates=-1
397,Grondige,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,5060,1448.13,742.72,25.41,10.68,33,17°C,Lisbon (Portugal),,,,,,,,{t1:sable;charges:[{charge:mullet6;t:argent;p:jln;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Grondige&population=5060&size=24&seed=152481853&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
398,Onaangenaamstad,Ovis,Ovis Land,stinkland,De onzalige Stinklanden,Stinkman,Path of Remiradarin,6432,869.73,526.45,30.09,-1.97,75,13°C,Milan (Italy),,,,walls,,,,{t1:gules;charges:[{charge:wing;t:or;p:e;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Onaangenaamstad&population=6432&size=26&seed=6028841150398&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
399,Zurelucht,Listandeza,Listandeza Land,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,5756,856.67,384.55,33.17,-2.26,63,10°C,London (England),,,citadel,walls,,,,{t1:vert;ordinaries:[{ordinary:pileInBendSinister;t:argent}];charges:[{charge:crossTriquetra;t:sable;p:em;size:0.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Zurelucht&population=5756&size=25&seed=6028841150399&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
